date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:57	301101/301101	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2014:57:42%20GMT	https://www.mytraveltalkies.com/admin/include/upload/packages/6012d0e6b699dSingapore-.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/packages/6012d0e6b699dSingapore-.jpg	(from https://www.mytraveltalkies.com/)
17:20:58	52256/52256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2015:14:09%20GMT	https://www.mytraveltalkies.com/admin/include/upload/packages/6012d4c19d03amauitius.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/packages/6012d4c19d03amauitius.jpg	(from https://www.mytraveltalkies.com/)
17:20:58	426605/426605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2015:03:06%20GMT	https://www.mytraveltalkies.com/admin/include/upload/packages/6012d22a11094malaysia.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/packages/6012d22a11094malaysia.jpg	(from https://www.mytraveltalkies.com/)
17:20:58	298/298	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:50:58%20GMT	https://mytraveltalkies.com/admin/include/upload/packages/6012d66d6f3acDubai-Tour-.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/packages/6012d66d6f3acDubai-Tour-.jpg	(from https://www.mytraveltalkies.com/)
17:20:58	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:50:59%20GMT	https://mytraveltalkies.com/admin/include/upload/packages/6012d7a5bdd2eytrukykuhy.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/packages/6012d7a5bdd2eytrukykuhy.jpg	(from https://www.mytraveltalkies.com/)
17:20:59	31985/31985	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2015:26:29%20GMT	https://www.mytraveltalkies.com/admin/include/upload/packages/6012d7a5bdd2eytrukykuhy.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/packages/6012d7a5bdd2eytrukykuhy.jpg	(from https://www.mytraveltalkies.com/)
17:20:59	45129/45129	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Nov%202020%2015:24:26%20GMT	https://www.mytraveltalkies.com/img/my-img/user.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/my-img/user.png	(from https://www.mytraveltalkies.com/)
17:20:59	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:50:59%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fb65718fgallery1.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fb65718fgallery1.jpg	(from https://www.mytraveltalkies.com/)
17:20:59	252047/252047	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2015:21:17%20GMT	https://www.mytraveltalkies.com/admin/include/upload/packages/6012d66d6f3acDubai-Tour-.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/packages/6012d66d6f3acDubai-Tour-.jpg	(from https://www.mytraveltalkies.com/)
17:21:00	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:00%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fbe315d8gallery2.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fbe315d8gallery2.jpg	(from https://www.mytraveltalkies.com/)
17:21:00	78464/78464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:52:06%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fbe315d8gallery2.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fbe315d8gallery2.jpg	(from https://www.mytraveltalkies.com/)
17:21:00	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:01%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fc44b92dgallery3.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fc44b92dgallery3.jpg	(from https://www.mytraveltalkies.com/)
17:21:00	181307/181307	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:51:58%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fb65718fgallery1.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fb65718fgallery1.jpg	(from https://www.mytraveltalkies.com/)
17:21:01	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:01%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a6025d5691gallery4.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a6025d5691gallery4.jpg	(from https://www.mytraveltalkies.com/)
17:21:01	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:02%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a602e60d49gallery5.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a602e60d49gallery5.jpg	(from https://www.mytraveltalkies.com/)
17:21:02	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:02%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a6038363e3gallery6.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a6038363e3gallery6.jpg	(from https://www.mytraveltalkies.com/)
17:21:03	389180/389180	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:53:50%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a6025d5691gallery4.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a6025d5691gallery4.jpg	(from https://www.mytraveltalkies.com/)
17:21:03	114295/114295	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:53:58%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a602e60d49gallery5.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a602e60d49gallery5.jpg	(from https://www.mytraveltalkies.com/)
17:21:03	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:04%20GMT	https://mytraveltalkies.com/admin/include/upload/images/gallery5c9a603e32aa1gallery7.jpg	C:/Users/skasa/Music/basera/mytraveltalkies.com/admin/include/upload/images/gallery5c9a603e32aa1gallery7.jpg	(from https://www.mytraveltalkies.com/)
17:21:04	299/299	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:04%20GMT	https://mytraveltalkies.com/js/vendor/modernizr-3.5.0.min.js.pagespeed.jm.L_Pj9CgKas.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/vendor/modernizr-3.5.0.min.js.pagespeed.jm.L_Pj9CgKas.js	(from https://www.mytraveltalkies.com/)
17:21:04	8320/8320	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Nov%202020%2012:45:48%20GMT	https://www.mytraveltalkies.com/js/vendor/modernizr-3.5.0.min.js.pagespeed.jm.L_Pj9CgKas.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/vendor/modernizr-3.5.0.min.js.pagespeed.jm.L_Pj9CgKas.js	(from https://www.mytraveltalkies.com/)
17:21:05	151001/151001	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:54:14%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a603e32aa1gallery7.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a603e32aa1gallery7.jpg	(from https://www.mytraveltalkies.com/)
17:21:05	334816/334816	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:54:08%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a6038363e3gallery6.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a6038363e3gallery6.jpg	(from https://www.mytraveltalkies.com/)
17:21:05	1371110/1371110	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202019%2005:52:12%20GMT	https://www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fc44b92dgallery3.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/admin/include/upload/images/gallery5c9a5fc44b92dgallery3.jpg	(from https://www.mytraveltalkies.com/)
17:21:05	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:06%20GMT	https://mytraveltalkies.com/js/vendor/jquery-1.12.4.min.js.pagespeed.jm.29OAZzvhfX.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/vendor/jquery-1.12.4.min.js.pagespeed.jm.29OAZzvhfX.68.delayed	(from https://www.mytraveltalkies.com/)
17:21:06	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:06%20GMT	https://mytraveltalkies.com/js/popper.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/popper.min.js	(from https://www.mytraveltalkies.com/)
17:21:06	97092/97092	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Nov%202020%2012:45:48%20GMT	https://www.mytraveltalkies.com/js/vendor/jquery-1.12.4.min.js.pagespeed.jm.29OAZzvhfX.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/vendor/jquery-1.12.4.min.js.pagespeed.jm.29OAZzvhfX.js	(from https://www.mytraveltalkies.com/)
17:21:07	19188/19188	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:14:00%20GMT	https://www.mytraveltalkies.com/js/popper.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/popper.min.js	(from https://www.mytraveltalkies.com/)
17:21:07	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:07%20GMT	https://mytraveltalkies.com/js/bootstrap.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/bootstrap.min.js	(from https://www.mytraveltalkies.com/)
17:21:07	48944/48944	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:40%20GMT	https://www.mytraveltalkies.com/js/bootstrap.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/bootstrap.min.js	(from https://www.mytraveltalkies.com/)
17:21:07	262/262	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:07%20GMT	https://mytraveltalkies.com/js/owl.carousel.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/owl.carousel.min.js	(from https://www.mytraveltalkies.com/)
17:21:08	262/262	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:08%20GMT	https://mytraveltalkies.com/js/isotope.pkgd.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/isotope.pkgd.min.js	(from https://www.mytraveltalkies.com/)
17:21:08	42766/42766	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:58%20GMT	https://www.mytraveltalkies.com/js/owl.carousel.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/owl.carousel.min.js	(from https://www.mytraveltalkies.com/)
17:21:08	35503/35503	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:44%20GMT	https://www.mytraveltalkies.com/js/isotope.pkgd.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/isotope.pkgd.min.js	(from https://www.mytraveltalkies.com/)
17:21:08	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:08%20GMT	https://mytraveltalkies.com/js/ajax-form.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/ajax-form.js	(from https://www.mytraveltalkies.com/)
17:21:09	1250/1250	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:40%20GMT	https://www.mytraveltalkies.com/js/ajax-form.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/ajax-form.js	(from https://www.mytraveltalkies.com/)
17:21:09	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:09%20GMT	https://mytraveltalkies.com/js/waypoints.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/waypoints.min.js	(from https://www.mytraveltalkies.com/)
17:21:09	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:14:04%20GMT	https://www.mytraveltalkies.com/js/waypoints.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/waypoints.min.js	(from https://www.mytraveltalkies.com/)
17:21:10	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:10%20GMT	https://mytraveltalkies.com/js/jquery.counterup.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.counterup.min.js	(from https://www.mytraveltalkies.com/)
17:21:10	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:48%20GMT	https://www.mytraveltalkies.com/js/jquery.counterup.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.counterup.min.js	(from https://www.mytraveltalkies.com/)
17:21:10	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:11%20GMT	https://mytraveltalkies.com/js/imagesloaded.pkgd.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/imagesloaded.pkgd.min.js	(from https://www.mytraveltalkies.com/)
17:21:11	5594/5594	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:42%20GMT	https://www.mytraveltalkies.com/js/imagesloaded.pkgd.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/imagesloaded.pkgd.min.js	(from https://www.mytraveltalkies.com/)
17:21:11	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:11%20GMT	https://mytraveltalkies.com/js/scrollIt.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/scrollIt.js	(from https://www.mytraveltalkies.com/)
17:21:11	3697/3697	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:14:00%20GMT	https://www.mytraveltalkies.com/js/scrollIt.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/scrollIt.js	(from https://www.mytraveltalkies.com/)
17:21:11	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:12%20GMT	https://mytraveltalkies.com/js/jquery.scrollUp.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.scrollUp.min.js	(from https://www.mytraveltalkies.com/)
17:21:12	2035/2035	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:50%20GMT	https://www.mytraveltalkies.com/js/jquery.scrollUp.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.scrollUp.min.js	(from https://www.mytraveltalkies.com/)
17:21:12	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:12%20GMT	https://mytraveltalkies.com/js/wow.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/wow.min.js	(from https://www.mytraveltalkies.com/)
17:21:12	8415/8415	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:14:06%20GMT	https://www.mytraveltalkies.com/js/wow.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/wow.min.js	(from https://www.mytraveltalkies.com/)
17:21:13	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:13%20GMT	https://mytraveltalkies.com/js/nice-select.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/nice-select.min.js	(from https://www.mytraveltalkies.com/)
17:21:13	2942/2942	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:56%20GMT	https://www.mytraveltalkies.com/js/nice-select.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/nice-select.min.js	(from https://www.mytraveltalkies.com/)
17:21:13	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:13%20GMT	https://mytraveltalkies.com/js/jquery.slicknav.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.slicknav.min.js	(from https://www.mytraveltalkies.com/)
17:21:13	8415/8415	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:52%20GMT	https://www.mytraveltalkies.com/js/jquery.slicknav.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.slicknav.min.js	(from https://www.mytraveltalkies.com/)
17:21:14	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:14%20GMT	https://mytraveltalkies.com/js/jquery.magnific-popup.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.magnific-popup.min.js	(from https://www.mytraveltalkies.com/)
17:21:14	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:50%20GMT	https://www.mytraveltalkies.com/js/jquery.magnific-popup.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.magnific-popup.min.js	(from https://www.mytraveltalkies.com/)
17:21:14	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:15%20GMT	https://mytraveltalkies.com/js/plugins.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/plugins.js	(from https://www.mytraveltalkies.com/)
17:21:15	760/760	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:58%20GMT	https://www.mytraveltalkies.com/js/plugins.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/plugins.js	(from https://www.mytraveltalkies.com/)
17:21:15	282/282	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:15%20GMT	https://mytraveltalkies.com/js/gijgo.min.js.pagespeed.ce.Jhxbkf3sVo.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/gijgo.min.js.pagespeed.ce.Jhxbkf3sVo.js	(from https://www.mytraveltalkies.com/)
17:21:15	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:16%20GMT	https://mytraveltalkies.com/js/slick.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/slick.min.js	(from https://www.mytraveltalkies.com/)
17:21:16	177487/177487	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:42%20GMT	https://www.mytraveltalkies.com/js/gijgo.min.js.pagespeed.ce.Jhxbkf3sVo.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/gijgo.min.js.pagespeed.ce.Jhxbkf3sVo.js	(from https://www.mytraveltalkies.com/)
17:21:17	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:17%20GMT	https://mytraveltalkies.com/js/contact.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/contact.js	(from https://www.mytraveltalkies.com/)
17:21:17	42863/42863	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:14:04%20GMT	https://www.mytraveltalkies.com/js/slick.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/slick.min.js	(from https://www.mytraveltalkies.com/)
17:21:17	3108/3108	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:42%20GMT	https://www.mytraveltalkies.com/js/contact.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/contact.js	(from https://www.mytraveltalkies.com/)
17:21:17	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:18%20GMT	https://mytraveltalkies.com/js/jquery.ajaxchimp.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.ajaxchimp.min.js	(from https://www.mytraveltalkies.com/)
17:21:18	4820/4820	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:46%20GMT	https://www.mytraveltalkies.com/js/jquery.ajaxchimp.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.ajaxchimp.min.js	(from https://www.mytraveltalkies.com/)
17:21:18	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:18%20GMT	https://mytraveltalkies.com/js/jquery.form.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.form.js	(from https://www.mytraveltalkies.com/)
17:21:18	41095/41095	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:48%20GMT	https://www.mytraveltalkies.com/js/jquery.form.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.form.js	(from https://www.mytraveltalkies.com/)
17:21:18	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:19%20GMT	https://mytraveltalkies.com/js/jquery.validate.min.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/jquery.validate.min.js	(from https://www.mytraveltalkies.com/)
17:21:19	21068/21068	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:52%20GMT	https://www.mytraveltalkies.com/js/jquery.validate.min.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/jquery.validate.min.js	(from https://www.mytraveltalkies.com/)
17:21:19	250/250	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2011:51:19%20GMT	https://mytraveltalkies.com/js/main.js	C:/Users/skasa/Music/basera/mytraveltalkies.com/js/main.js	(from https://www.mytraveltalkies.com/)
17:21:19	7300/7300	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2011:13:56%20GMT	https://www.mytraveltalkies.com/js/main.js	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/js/main.js	(from https://www.mytraveltalkies.com/)
17:21:20	283/283	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Nov%202020%2013:18:00%20GMT	https://www.mytraveltalkies.com/css/owl.video.play.html	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/css/owl.video.play.html	(from https://www.mytraveltalkies.com/css/owl.carousel.min.css)
17:21:21	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:08%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
17:21:21	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:08%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfontd41d.eot?	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
17:21:22	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sun,%2005%20Jan%202020%2011:13:12%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
17:21:22	98024/98024	---M--	200	added ('OK')	font/woff	date:Sun,%2005%20Jan%202020%2011:13:12%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
17:21:23	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sun,%2005%20Jan%202020%2011:13:10%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
17:21:24	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:18%20GMT	https://www.mytraveltalkies.com/fonts/themifyd41d.eot?	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/themifyd41dd41d.eot	(from https://www.mytraveltalkies.com/css/themify-icons.css)
17:21:24	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:18%20GMT	https://www.mytraveltalkies.com/fonts/themify9f24.eot?-fvbane	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/themify9f249f24.eot	(from https://www.mytraveltalkies.com/css/themify-icons.css)
17:21:24	78584/78584	---M--	200	added ('OK')	font/ttf	date:Sun,%2005%20Jan%202020%2011:13:20%20GMT	https://www.mytraveltalkies.com/fonts/themify9f24.ttf?-fvbane	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/themify9f249f24.ttf	(from https://www.mytraveltalkies.com/css/themify-icons.css)
17:21:24	56108/56108	---M--	200	added ('OK')	font/woff	date:Sun,%2005%20Jan%202020%2011:13:32%20GMT	https://www.mytraveltalkies.com/fonts/themify9f24.woff?-fvbane	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/themify9f249f24.woff	(from https://www.mytraveltalkies.com/css/themify-icons.css)
17:21:25	1738/1738	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:02%20GMT	https://www.mytraveltalkies.com/fonts/Flaticon.eot	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticon.eot	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:25	1738/1738	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:02%20GMT	https://www.mytraveltalkies.com/fonts/Flaticond41d.eot?	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticond41dd41d.eot	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:25	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Jan%202020%2011:13:10%20GMT	https://www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://www.mytraveltalkies.com/css/font-awesome.min.css)
